동,아파트명,건축년도,거래 금액,거래 일,거래 월,거래 연도,전용 면적(㎡),층수,읍면동,전용면적_평수
101,벽산블루밍,2004,"39,900",13,8,2024,84.99,16,원곡동,25.754545454545454
104,경남아너스빌,2005,"40,500",30,3,2023,84.99,7,원곡동,25.754545454545454
105,벽산블루밍,2004,"41,000",18,6,2023,84.99,18,원곡동,25.754545454545454
,주공그린빌11,2003,"41,500",29,6,2021,84.99,1,초지동,25.754545454545454
105,벽산블루밍,2004,"42,000",30,11,2023,84.99,14,원곡동,25.754545454545454
1210,주공그린빌12,2003,"42,000",26,6,2024,84.99,11,초지동,25.754545454545454
104,경남아너스빌,2005,"42,500",24,4,2023,84.99,18,원곡동,25.754545454545454
104,경남아너스빌,2005,"43,400",30,5,2024,84.99,19,원곡동,25.754545454545454
,주공그린빌12,2003,"44,000",10,12,2024,84.99,10,초지동,25.754545454545454
102,경남아너스빌,2005,"44,500",13,4,2024,84.99,3,원곡동,25.754545454545454
,벽산블루밍,2004,"46,500",12,6,2022,84.99,7,원곡동,25.754545454545454
,벽산블루밍,2004,"46,900",29,6,2022,84.99,21,원곡동,25.754545454545454
,주공그린빌11,2003,"47,700",22,5,2021,84.99,13,초지동,25.754545454545454
,벽산블루밍,2004,"48,300",31,3,2022,84.99,16,원곡동,25.754545454545454
,경남아너스빌,2005,"49,650",11,10,2021,84.99,3,원곡동,25.754545454545454
,벽산블루밍,2004,"49,800",21,11,2021,84.99,20,원곡동,25.754545454545454
,벽산블루밍,2004,"50,000",2,11,2021,84.99,13,원곡동,25.754545454545454
,호수공원(대림2A),2001,"29,000",28,9,2019,87.152,10,고잔동,26.40969696969697
,호수공원(대림1),2001,"34,900",18,2,2020,87.152,1,고잔동,26.40969696969697
,호수공원(대림1),2001,"36,000",18,1,2020,87.152,14,고잔동,26.40969696969697
132,호수공원(대림1),2001,"56,000",21,9,2023,87.152,14,고잔동,26.40969696969697
133,호수공원(대림1),2001,"58,000",15,6,2023,87.152,6,고잔동,26.40969696969697
,호수공원(대림1),2001,"65,000",30,4,2021,87.152,15,고잔동,26.40969696969697
,호수공원(대림1),2001,"66,000",26,10,2021,87.152,10,고잔동,26.40969696969697
109,보네르빌리지,2001,"49,000",12,8,2023,89.081,1,고잔동,26.994242424242426
,푸르지오1차,2001,"41,500",13,1,2020,95.4946,12,고잔동,28.93775757575758
,푸르지오1차,2001,"69,000",30,11,2022,95.4946,14,고잔동,28.93775757575758
,푸르지오1차,2001,"74,000",27,5,2022,95.4946,15,고잔동,28.93775757575758
,서해그랑블,2004,"36,500",26,9,2020,99.385,9,초지동,30.11666666666667
,서해그랑블,2004,"39,000",22,12,2020,99.385,5,초지동,30.11666666666667
1019,서해그랑블,2004,"52,500",28,2,2024,99.385,26,초지동,30.11666666666667
110,안산라프리모,2020,"78,000",31,10,2024,99.4568,7,선부동,30.138424242424243
106,센트럴푸르지오,2018,"90,000",9,4,2024,99.7579,8,고잔동,30.22966666666667
,서해그랑블,2004,"28,600",18,3,2019,100.994,8,초지동,30.604242424242425
1017,서해그랑블,2004,"51,000",31,3,2023,100.994,15,초지동,30.604242424242425
,양지마을,2001,"43,000",31,12,2019,101.913,7,고잔동,30.882727272727273
,푸르지오3차,2003,"47,000",9,12,2019,101.95,3,고잔동,30.893939393939398
303,푸르지오3차,2003,"60,000",31,1,2023,101.95,1,고잔동,30.893939393939398
,두산위브,2015,"76,500",31,7,2021,101.98,7,초지동,30.903030303030306
,호수마을풍림,2000,"29,500",4,5,2019,101.99,10,초지동,30.906060606060606
,호수마을풍림,2000,"35,000",11,1,2021,101.99,3,초지동,30.906060606060606
,호수마을풍림,2000,"39,000",31,8,2020,101.99,14,초지동,30.906060606060606
,보네르빌리지,2001,"33,100",24,1,2019,103.146,8,고잔동,31.256363636363638
,보네르빌리지,2001,"61,500",30,11,2021,103.146,6,고잔동,31.256363636363638
,수정한양,1991,"24,000",31,5,2019,103.6118,15,선부동,31.397515151515154
115,호수마을풍림,2000,"55,000",31,8,2024,108.74,12,초지동,32.95151515151515
,삼익,1998,"39,500",29,4,2022,110.97,5,신길동,33.627272727272725
,서해그랑블,2004,"34,500",30,1,2019,114.785,23,초지동,34.78333333333333
,서해그랑블,2004,"35,500",10,9,2019,114.785,15,초지동,34.78333333333333
,서해그랑블,2004,"41,000",5,6,2020,114.785,8,초지동,34.78333333333333
,서해그랑블,2004,"48,500",5,2,2021,114.785,20,초지동,34.78333333333333
,서해그랑블,2004,"56,500",31,8,2022,114.785,16,초지동,34.78333333333333
,서해그랑블,2004,"59,500",22,1,2022,114.785,22,초지동,34.78333333333333
2016,서해그랑블,2004,"60,000",29,1,2024,114.785,25,초지동,34.78333333333333
,두산위브,2015,"56,000",9,5,2019,114.95,10,초지동,34.833333333333336
,안산8차푸르지오,2006,"43,000",23,12,2020,114.9794,20,원곡동,34.84224242424243
811,안산8차푸르지오,2006,"49,200",21,7,2023,114.9794,8,원곡동,34.84224242424243
,경남아너스빌,2005,"47,000",28,12,2020,115.3,11,원곡동,34.93939393939394
,경남아너스빌,2005,"60,000",27,7,2021,115.3,20,원곡동,34.93939393939394
,센트럴푸르지오,2018,"133,000",27,5,2022,115.4311,36,고잔동,34.979121212121214
,센트럴푸르지오,2018,"133,000",27,5,2022,115.4311,36,고잔동,34.979121212121214
,보네르빌리지,2001,"40,000",23,2,2020,116.003,5,고잔동,35.152424242424246
,보네르빌리지,2001,"39,300",29,2,2020,116.843,24,고잔동,35.4069696969697
103,보네르빌리지,2001,"55,000",30,3,2023,116.843,5,고잔동,35.4069696969697
106,보네르빌리지,2001,"62,100",3,5,2024,116.843,20,고잔동,35.4069696969697
,호수공원(대림2B)134~139동,2002,"36,000",27,8,2019,117.92,24,고잔동,35.733333333333334
,호수공원(대림1),2001,"49,000",17,11,2020,117.92,7,고잔동,35.733333333333334
,호수공원(대림1),2001,"52,500",18,5,2020,117.92,24,고잔동,35.733333333333334
,호수공원(대림1),2001,"68,750",9,4,2021,117.92,16,고잔동,35.733333333333334
,공작한양(고층),1992,"29,800",19,11,2020,118.87,15,선부동,36.02121212121212
,호수마을풍림,2000,"40,500",29,10,2020,118.96,23,초지동,36.04848484848485
106,호수마을풍림,2000,"53,000",7,8,2024,118.96,17,초지동,36.04848484848485
,호수마을풍림,2000,"58,000",19,11,2022,118.96,10,초지동,36.04848484848485
,호수마을풍림,2000,"58,500",30,11,2024,118.96,18,초지동,36.04848484848485
,호수마을풍림,2000,"61,000",27,7,2022,118.96,10,초지동,36.04848484848485
,푸르지오3차,2003,"57,500",16,12,2019,121.46,19,고잔동,36.806060606060605
,푸르지오3차,2003,"84,000",21,3,2021,121.46,16,고잔동,36.806060606060605
104,삼익,1998,"36,500",29,1,2024,131.55,6,신길동,39.86363636363637
,삼익,1998,"40,000",13,7,2022,131.55,1,신길동,39.86363636363637
306,푸르지오3차,2003,"85,000",20,12,2023,134.61,21,고잔동,40.790909090909096
311,푸르지오3차,2003,"88,500",27,8,2024,134.61,9,고잔동,40.790909090909096
,푸르지오3차,2003,"89,000",24,7,2021,134.61,24,고잔동,40.790909090909096
,호수공원(대림1),2001,"50,000",9,3,2020,134.878,17,고잔동,40.87212121212121
,호수공원(대림1),2001,"53,500",9,3,2020,134.878,16,고잔동,40.87212121212121
,호수공원(대림1),2001,"75,000",8,4,2021,134.878,3,고잔동,40.87212121212121
123,호수공원(대림1),2001,"80,000",29,6,2024,134.878,12,고잔동,40.87212121212121
,호수마을풍림,2000,"40,500",6,7,2020,142.78,30,초지동,43.26666666666667
,호수마을풍림,2000,"52,000",16,11,2022,142.78,8,초지동,43.26666666666667
105,호수마을풍림,2000,"57,800",21,11,2023,142.78,26,초지동,43.26666666666667
105,호수마을풍림,2000,"63,000",25,9,2024,142.78,19,초지동,43.26666666666667
,호수마을풍림,2000,"67,000",28,2,2022,142.78,11,초지동,43.26666666666667
,수정한양,1991,"34,000",28,11,2020,155.155,4,선부동,47.01666666666667
,공작한양(고층),1992,"42,000",20,2,2021,155.155,4,선부동,47.01666666666667
,공작한양(고층),1992,"62,000",18,8,2021,155.155,3,선부동,47.01666666666667
,보네르빌리지,2001,"49,800",1,6,2020,156.873,3,고잔동,47.53727272727273
,보네르빌리지,2001,"77,500",19,4,2022,156.873,8,고잔동,47.53727272727273
120,호수공원(대림1),2001,"100,000",25,10,2023,163.47,2,고잔동,49.53636363636364
139,호수공원(대림1),2001,"102,000",25,4,2024,163.47,18,고잔동,49.53636363636364
,호수공원(대림1),2001,"110,000",25,2,2022,163.47,8,고잔동,49.53636363636364
,호수공원(대림2B)134~139동,2002,"60,000",11,7,2019,163.47,24,고잔동,49.53636363636364
,호수공원(대림1),2001,"63,000",4,7,2020,163.47,16,고잔동,49.53636363636364
