동,아파트명,건축년도,거래 금액,거래 일,거래 월,거래 연도,전용 면적(㎡),층수,읍면동,전용면적_평수
,청암빌라트,1991,"260,000",17,9,2022,163.8,1,대치동,49.63636363636364
,청암빌라트,1991,"270,000",17,9,2022,163.8,1,대치동,49.63636363636364
,청암빌라트,1991,"270,000",17,9,2022,163.8,1,대치동,49.63636363636364
비,타워팰리스1,2002,"490,000",16,5,2023,164.95,30,도곡동,49.984848484848484
,타워팰리스1,2002,"230,000",28,1,2019,164.97,50,도곡동,49.99090909090909
,타워팰리스1,2002,"250,000",28,10,2019,164.97,10,도곡동,49.99090909090909
2,우성캐릭터199,1998,"275,000",9,6,2023,164.97,29,도곡동,49.99090909090909
,우성캐릭터199,1998,"317,500",12,5,2022,164.97,12,도곡동,49.99090909090909
,타워팰리스1,2002,"320,000",14,12,2019,164.97,59,도곡동,49.99090909090909
,타워팰리스1,2002,"435,000",6,6,2022,164.97,46,도곡동,49.99090909090909
비,타워팰리스1,2002,"440,000",20,4,2023,164.97,11,도곡동,49.99090909090909
에이,타워팰리스1,2002,"470,000",2,7,2023,164.97,19,도곡동,49.99090909090909
씨,타워팰리스1,2002,"495,000",13,11,2023,164.97,31,도곡동,49.99090909090909
,타워팰리스2,2003,"310,000",9,1,2020,164.99,35,도곡동,49.9969696969697
,청담대우멤버스카운티11차,2004,"315,000",7,7,2022,164.99,3,청담동,49.9969696969697
,타워팰리스2,2003,"400,000",30,6,2021,164.99,20,도곡동,49.9969696969697
,타워팰리스2,2003,"407,000",24,12,2021,164.99,3,도곡동,49.9969696969697
,타워팰리스2,2003,"430,000",20,10,2022,164.99,40,도곡동,49.9969696969697
211,현대2,1986,"367,000",27,3,2024,165.08,6,개포동,50.02424242424243
208동,강남 더샵 포레스트,2016,"380,000",28,1,2023,165.4312,9,수서동,50.13066666666666
,개포자이,2004,"303,000",27,7,2022,170.32,11,개포동,51.61212121212121
,삼성동롯데캐슬킹덤,2005,"295,000",17,1,2020,170.8,12,삼성동,51.757575757575765
102,동양파라곤,2006,"545,000",29,12,2023,171.1005,10,청담동,51.848636363636366
,강변상지리츠빌,2001,"307,000",26,10,2020,171.79,11,청담동,52.057575757575755
,대림아크로빌,1999,"248,000",31,8,2020,172.464,32,도곡동,52.261818181818185
,대림아크로빌,1999,"293,000",29,12,2021,172.467,8,도곡동,52.26272727272728
비,대림아크로빌,1999,"300,000",26,2,2024,172.467,24,도곡동,52.26272727272728
,삼성펠리스,2005,"161,000",16,1,2020,174.1,6,삼성동,52.75757575757576
,아이파크,2004,"400,000",26,4,2019,175.052,21,삼성동,53.04606060606061
22,한양2,1978,"590,000",3,5,2024,175.92,10,압구정동,53.309090909090905
,타워팰리스2,2003,"450,000",19,9,2022,176.72,22,도곡동,53.551515151515154
,미성1차,1982,"304,000",30,4,2019,180.56,5,압구정동,54.71515151515152
,경남2차,1984,"229,500",26,1,2019,182.2,6,개포동,55.21212121212121
,경남2차,1984,"380,000",28,11,2021,182.2,2,개포동,55.21212121212121
113,신현대12차,1982,"580,000",3,3,2023,182.95,13,압구정동,55.43939393939394
,신현대11차,1983,"344,000",12,2,2019,183.41,3,압구정동,55.57878787878788
,신현대11차,1983,"560,000",25,11,2022,183.41,9,압구정동,55.57878787878788
108,신현대11차,1983,"680,000",20,6,2024,183.41,13,압구정동,55.57878787878788
109,신현대11차,1983,"690,000",17,5,2024,183.41,3,압구정동,55.57878787878788
102,하이페리온,2004,"245,500",27,6,2024,184.31,9,도곡동,55.85151515151516
,경남2차,1984,"400,000",19,4,2022,186.16,8,개포동,56.412121212121214
,연세힐하우스1,2003,"300,000",14,2,2022,187.73,1,청담동,56.88787878787879
,청담파라곤Ⅱ1단지,2010,"245,000",19,6,2020,187.8,2,청담동,56.909090909090914
,아이파크,2004,"399,000",25,4,2019,195.388,6,삼성동,59.20848484848485
,청담파라곤Ⅱ1단지,2010,"260,000",14,2,2020,195.88,3,청담동,59.35757575757576
,"현대1차(12,13,21,22,31,32,33동)",1976,"465,000",9,7,2020,196.21,5,압구정동,59.45757575757576
,"현대1차(12,13,21,22,31,32,33동)",1976,"470,000",30,1,2020,196.21,14,압구정동,59.45757575757576
,"현대7차(73~77,82,85동)",1979,"395,000",15,1,2019,196.7,5,압구정동,59.60606060606061
,"현대6차(78~81,83,84,86,87동)",1978,"620,000",16,3,2021,196.7,9,압구정동,59.60606060606061
80,"현대6차(78~81,83,84,86,87동)",1978,"660,000",1,2,2024,196.7,10,압구정동,59.60606060606061
,동양파라곤,2006,"340,000",30,7,2019,197.4675,9,청담동,59.83863636363637
,"현대2차(10,11,20,23,24,25동)",1976,"445,000",18,9,2019,198.41,7,압구정동,60.124242424242425
,상지리츠빌9차,2004,"350,000",29,7,2021,200.88,5,청담동,60.872727272727275
,포스코트,2002,"395,000",14,6,2022,200.9,14,도곡동,60.87878787878788
,청담8차상지리츠빌,2003,"263,500",29,4,2020,203.47,3,청담동,61.65757575757576
,PLUMHILLS,2003,"210,000",4,7,2022,206.1,1,도곡동,62.45454545454545
,한양8(81동한개동),1984,"402,000",3,5,2019,210.1,11,압구정동,63.66666666666667
,한양8(81동한개동),1984,"480,000",10,3,2020,210.1,12,압구정동,63.66666666666667
,삼성동헤렌하우스2(82-1),2010,"500,000",11,3,2022,217.86,6,삼성동,66.01818181818183
,타워팰리스2,2003,"400,000",19,10,2019,223.59,17,도곡동,67.75454545454546
,타워팰리스2,2003,"595,000",18,10,2022,223.59,38,도곡동,67.75454545454546
,아펠바움,2008,"480,000",5,8,2020,241.83,8,삼성동,73.2818181818182
,아펠바움,2008,"480,000",25,11,2021,241.83,3,삼성동,73.2818181818182
,아펠바움,2008,"547,000",29,10,2021,241.83,16,삼성동,73.2818181818182
1,아펠바움,2008,"658,500",5,8,2023,241.83,14,삼성동,73.2818181818182
1,아펠바움,2008,"750,000",7,3,2024,241.83,8,삼성동,73.2818181818182
,연세청담파크빌,1999,"290,000",29,7,2022,242.34,5,청담동,73.43636363636364
,마이다스힐빌라트,2003,"72,000",28,1,2022,243.52,2,역삼동,73.7939393939394
,타워팰리스3,2004,"554,000",30,3,2022,244.224,63,도곡동,74.00727272727273
,타워팰리스3,2004,"565,000",30,8,2021,244.224,57,도곡동,74.00727272727273
,현대넥서스A동,1997,"259,000",23,7,2021,244.61,5,논현동,74.12424242424244
,대우로얄카운티3,2003,"495,000",16,6,2022,244.72,3,청담동,74.15757575757576
,이니그마빌,2001,"350,000",3,4,2023,244.77,4,청담동,74.17272727272729
,"현대7차(73~77,82,85동)",1979,"520,000",7,5,2019,245.2,10,압구정동,74.3030303030303
,상지리츠빌카일룸3차,2009,"821,057",10,5,2021,265.47,19,청담동,80.44545454545455
,청담동마크노빌,2008,"450,000",27,7,2022,270.25,1,청담동,81.8939393939394
,PH129,2020,"1,150,000",4,3,2021,273.96,14,청담동,83.01818181818182
씨,타워팰리스1,2002,"990,000",31,7,2023,301.47,55,도곡동,91.35454545454547
